date, pm25, pm10, no2
2022/1/12, , 27, 16
2022/1/13, , 21, 11
2022/1/14, , 22, 11
2022/1/15, , 26, 16
2022/1/16, , 26, 11
2022/1/17, , 14, 9
2022/1/18, , 19, 18
2022/1/19, , 21, 15
2022/1/20, , 13, 8
2022/1/21, , 12, 12
2022/1/22, , 17, 14
2022/1/23, , 12, 10
2022/1/24, , 15, 15
2022/1/25, , 19, 13
2022/1/26, , 19, 11
2022/1/27, , 17, 13
2022/1/28, , 15, 6
2022/1/29, , 13, 10
2022/1/30, , 16, 3
2022/1/31, , 27, 18
2022/2/1, , 15, 12
2022/2/2, , 12, 6
2022/2/3, , 18, 20
2022/2/4, , 16, 17
2022/2/5, , 11, 10
2022/2/6, , 6, 8
2022/2/7, , 12, 7
2022/2/8, , 15, 14
2022/2/9, , 16, 16
2022/2/10, , 18, 18
2022/2/11, , 18, 16
2022/2/12, , 17, 20
2022/2/13, , 19, 15
2022/2/14, , 27, 22
2022/2/15, , 26, 20
2022/2/16, , 8, 13
2022/2/17, , 12, 6
2022/2/18, , 12, 15
2022/2/19, , 12, 9
2022/2/20, , 7, 8
2021/10/1, , 19, 18
2021/10/2, , 18, 9
2021/10/3, , 23, 18
2021/10/4, , 20, 16
2021/10/5, , 19, 20
2021/10/6, , 21, 23
2021/10/7, , 24, 16
2021/10/8, , 40, 17
2021/10/9, , 31, 18
2021/10/10, , 32, 18
2021/10/11, , 33, 10
2021/10/12, , 10, 14
2021/10/13, , 13, 17
2021/10/14, , 16, 14
2021/10/15, , 18, 14
2021/10/16, , 14, 13
2021/10/17, , 18, 23
2021/10/18, , 47, 17
2021/10/19, , 37, 14
2021/10/20, , 23, 10
2021/10/21, , 28, 12
2021/10/22, , 15, 11
2021/10/23, , 16, 17
2021/10/24, , 18, 23
2021/10/25, , 33, 22
2021/10/26, , 31, 18
2021/10/27, , 29, 21
2021/10/28, , 26, 23
2021/10/29, , 37, 23
2021/10/30, , 41, 14
2021/10/31, , 29, 20
2021/11/1, , 37, 19
2021/11/2, , 28, 20
2021/11/3, , 21, 9
2021/11/4, , 21, 13
2021/11/5, , 17, 13
2021/11/6, , 15, 9
2021/11/7, , 11, 15
2021/11/8, , 16, 20
2021/11/9, , 38, 21
2021/11/10, , 37, 20
2021/11/11, , 36, 17
2021/11/12, , 24, 14
2021/11/13, , 31, 9
2021/11/14, , 38, 14
2021/11/15, , 36, 17
2021/11/16, , 39, 15
2021/11/17, , 22, 16
2021/11/18, , 32, 10
2021/11/19, , 24, 10
2021/11/20, , 17, 11
2021/11/21, , 17, 15
2021/11/22, , 13, 19
2021/11/23, , 19, 20
2021/11/24, , 20, 21
2021/11/25, , 34, 19
2021/11/26, , 28, 16
2021/11/27, , 22, 15
2021/11/28, , 24, 12
2021/11/29, , 21, 11
2021/11/30, , 16, 16
2021/12/1, , 11, 10
2021/12/2, , 12, 18
2021/12/3, , 16, 14
2021/12/4, , 17, 11
2021/12/5, , 31, 16
2021/12/6, , 27, 16
2021/12/7, , 27, 15
2021/12/8, , 30, 18
2021/12/9, , 39, 18
2021/12/10, , 44, 17
2021/12/11, , 27, 15
2021/12/12, , 24, 19
2021/12/13, , 21, 19
2021/12/14, , 22, 16
2021/12/15, , 23, 13
2021/12/16, , 19, 10
2021/12/17, , 18, 9
2021/12/18, , 10, 5
2021/12/19, , 8, 14
2021/12/20, , 14, 17
2021/12/21, , 21, 21
2021/12/22, , 30, 20
2021/12/23, , 32, 11
2021/12/24, , 13, 20
2021/12/25, , 13, 21
2021/12/26, , 27, 19
2021/12/27, , 42, 16
2021/12/28, , 41, 20
2021/12/29, , 22, 18
2021/12/30, , 17, 10
2021/12/31, , 12, 8
2022/1/1, , 23, 9
2022/1/2, , 12, 
2021/7/1, , 13, 9
2021/7/2, , 23, 8
2021/7/3, , 21, 10
2021/7/4, , 19, 17
2021/7/5, , 21, 16
2021/7/6, , 14, 16
2021/7/7, , 12, 17
2021/7/8, , 20, 8
2021/7/9, , 15, 11
2021/7/10, , 15, 10
2021/7/11, , 19, 20
2021/7/12, , 21, 19
2021/7/13, , 22, 14
2021/7/14, , 23, 12
2021/7/15, , 16, 16
2021/7/16, , 22, 6
2021/7/17, , 19, 2
2021/7/18, , 13, 6
2021/7/19, , 17, 8
2021/7/20, , 20, 9
2021/7/21, , 17, 11
2021/7/22, , 22, 15
2021/7/23, , 30, 16
2021/7/24, , 23, 10
2021/7/25, , 26, 19
2021/7/26, , 30, 14
2021/7/27, , 32, 15
2021/7/28, , 23, 10
2021/7/29, , 21, 15
2021/7/30, , 21, 10
2021/7/31, , 18, 8
2021/8/1, , 11, 8
2021/8/2, , 12, 16
2021/8/3, , 14, 16
2021/8/4, , 14, 17
2021/8/5, , 17, 21
2021/8/6, , 19, 12
2021/8/7, , 11, 7
2021/8/8, , 10, 14
2021/8/9, , 14, 16
2021/8/10, , 18, 12
2021/8/11, , 16, 24
2021/8/12, , 28, 25
2021/8/13, , 28, 10
2021/8/14, , 19, 11
2021/8/15, , 18, 14
2021/8/16, , 19, 11
2021/8/17, , 14, 12
2021/8/18, , 14, 12
2021/8/19, , 15, 11
2021/8/20, , 15, 13
2021/8/21, , 14, 8
2021/8/22, , 13, 11
2021/8/23, , 13, 8
2021/8/24, , 9, 12
2021/8/25, , 14, 7
2021/8/26, , 10, 8
2021/8/27, , 9, 9
2021/8/28, , 11, 8
2021/8/29, , 9, 12
2021/8/30, , 13, 8
2021/8/31, , 17, 12
2021/9/1, , 22, 14
2021/9/2, , 24, 16
2021/9/3, , 25, 15
2021/9/4, , 26, 13
2021/9/5, , 21, 20
2021/9/6, , 23, 16
2021/9/7, , 29, 28
2021/9/8, , 36, 28
2021/9/9, , 37, 26
2021/9/10, , 32, 16
2021/9/11, , 26, 10
2021/9/12, , 20, 12
2021/9/13, , 16, 20
2021/9/14, , 21, 20
2021/9/15, , 26, 11
2021/9/16, , 17, 7
2021/9/17, , 9, 6
2021/9/18, , 10, 7
2021/9/19, , 12, 16
2021/9/20, , 18, 11
2021/9/21, , 16, 11
2021/9/22, , 23, 16
2021/9/23, , 40, 10
2021/9/24, , 20, 14
2021/9/25, , 23, 15
2021/9/26, , 22, 21
2021/9/27, , 28, 15
2021/9/28, , 21, 16
2021/9/29, , 23, 16
2021/9/30, , 22, 20
2021/4/1, , 106, 5
2021/4/2, , 13, 8
2021/4/3, , 11, 13
2021/4/4, , 17, 6
2021/4/5, , 15, 13
2021/4/6, , 18, 10
2021/4/7, , 14, 11
2021/4/8, , 18, 20
2021/4/9, , 31, 20
2021/4/10, , 22, 11
2021/4/11, , 29, 11
2021/4/12, , 12, 14
2021/4/13, , 17, 10
2021/4/14, , 13, 11
2021/4/15, , 12, 9
2021/4/16, , 11, 10
2021/4/17, , 16, 11
2021/4/18, , 22, 18
2021/4/19, , 29, 17
2021/4/20, , 30, 14
2021/4/21, , 37, 7
2021/4/22, , 25, 7
2021/4/23, , 19, 11
2021/4/24, , 15, 8
2021/4/25, , 11, 15
2021/4/26, , 12, 18
2021/4/27, , 17, 20
2021/4/28, , 30, 22
2021/4/29, , 31, 15
2021/4/30, , 20, 12
2021/5/1, , 21, 10
2021/5/2, , 25, 16
2021/5/3, , 14, 17
2021/5/4, , 25, 13
2021/5/5, , 24, 15
2021/5/6, , 21, 18
2021/5/7, , 12, 17
2021/5/8, , 14, 12
2021/5/9, , 12, 19
2021/5/10, , 26, 18
2021/5/11, , 30, 10
2021/5/12, , 17, 5
2021/5/13, , 10, 9
2021/5/14, , 9, 17
2021/5/15, , 12, 10
2021/5/16, , 9, 18
2021/5/17, , 32, 14
2021/5/18, , 23, 15
2021/5/19, , 27, 12
2021/5/20, , 23, 17
2021/5/21, , 30, 12
2021/5/22, , 15, 8
2021/5/23, , 9, 10
2021/5/24, , 12, 15
2021/5/25, , 13, 14
2021/5/26, , 15, 15
2021/5/27, , 12, 12
2021/5/28, , 11, 7
2021/5/29, , 16, 5
2021/5/30, , 11, 15
2021/5/31, , 17, 19
2021/6/1, , 68, 17
2021/6/2, , 26, 23
2021/6/3, , 28, 23
2021/6/4, , 29, 14
2021/6/5, , 20, 12
2021/6/6, , 24, 12
2021/6/7, , 19, 14
2021/6/8, , 23, 15
2021/6/9, , 16, 19
2021/6/10, , 24, 18
2021/6/11, , 23, 9
2021/6/12, , 20, 3
2021/6/13, , 14, 18
2021/6/14, , 36, 16
2021/6/15, , 30, 16
2021/6/16, , 17, 24
2021/6/17, , 30, 24
2021/6/18, , 28, 22
2021/6/19, , 30, 12
2021/6/20, , 29, 18
2021/6/21, , 24, 10
2021/6/22, , 20, 14
2021/6/23, , 24, 13
2021/6/24, , 19, 14
2021/6/25, , 20, 11
2021/6/26, , 15, 9
2021/6/27, , 12, 24
2021/6/28, , 34, 23
2021/6/29, , 40, 15
2021/6/30, , 20, 12
2021/1/4, , 14, 8
2021/1/5, , 20, 8
2021/1/6, , 9, 10
2021/1/7, , 14, 12
2021/1/8, , 22, 8
2021/1/9, , 15, 9
2021/1/10, , 20, 16
2021/1/11, , 24, 13
2021/1/12, , 17, 11
2021/1/13, , 11, 8
2021/1/14, , 13, 8
2021/1/15, , 13, 7
2021/1/16, , 13, 13
2021/1/17, , 17, 20
2021/1/18, , 33, 18
2021/1/19, , 16, 18
2021/1/20, , 39, 18
2021/1/21, , 118, 18
2021/1/22, , 34, 21
2021/1/23, , 22, 15
2021/1/24, , 17, 15
2021/1/25, , 31, 17
2021/1/26, , 31, 19
2021/1/27, , 38, 14
2021/1/28, , 20, 20
2021/1/29, , 19, 14
2021/1/30, , 16, 20
2021/1/31, , 22, 25
2021/2/1, , 38, 19
2021/2/2, , 36, 23
2021/2/3, , 23, 17
2021/2/4, , 16, 17
2021/2/5, , 25, 9
2021/2/6, , 25, 4
2021/2/7, , 27, 11
2021/2/8, , 20, 18
2021/2/9, , 23, 24
2021/2/10, , 28, 16
2021/2/11, , 14, 15
2021/2/12, , 12, 19
2021/2/13, , 16, 19
2021/2/14, , 30, 29
2021/2/15, , 30, 27
2021/2/16, , 44, 22
2021/2/17, , 26, 25
2021/2/18, , 30, 21
2021/2/19, , 39, 23
2021/2/20, , 30, 17
2021/2/21, , 35, 24
2021/2/22, , 95, 26
2021/2/23, , 221, 26
2021/2/24, , 165, 27
2021/2/25, , 111, 17
2021/2/26, , 33, 9
2021/2/27, , 17, 12
2021/2/28, , 19, 21
2021/3/1, , 42, 28
2021/3/2, , 49, 26
2021/3/3, , 57, 15
2021/3/4, , 40, 13
2021/3/5, , 21, 17
2021/3/6, , 17, 6
2021/3/7, , 16, 12
2021/3/8, , 17, 28
2021/3/9, , 38, 27
2021/3/10, , 48, 16
2021/3/11, , 26, 15
2021/3/12, , 17, 14
2021/3/13, , 7, 8
2021/3/14, , 7, 17
2021/3/15, , 13, 9
2021/3/16, , 13, 18
2021/3/17, , 18, 20
2021/3/18, , 18, 11
2021/3/19, , 17, 10
2021/3/20, , 14, 6
2021/3/21, , 11, 15
2021/3/22, , 16, 15
2021/3/23, , 19, 25
2021/3/24, , 46, 31
2021/3/25, , 56, 37
2021/3/26, , 60, 14
2021/3/27, , 26, 12
2021/3/28, , 14, 23
2021/3/29, , 26, 28
2021/3/30, , 38, 38
2021/3/31, , 49, 28
2020/10/1, , 29, 15
2020/10/2, , 33, 11
2020/10/3, , 24, 13
2020/10/4, , 10, 20
2020/10/5, , 13, 16
2020/10/6, , 9, 15
2020/10/7, , 10, 16
2020/10/8, , 13, 17
2020/10/9, , 10, 14
2020/10/10, , 13, 14
2020/10/11, , 12, 17
2020/10/12, , 14, 18
2020/10/13, , 19, 7
2020/10/14, , 6, 7
2020/10/15, , 6, 9
2020/10/16, , 9, 11
2020/10/17, , 13, 9
2020/10/18, , 15, 18
2020/10/19, , 16, 17
2020/10/20, , 24, 19
2020/10/21, , 24, 21
2020/10/22, , 28, 22
2020/10/23, , 24, 14
2020/10/24, , 15, 11
2020/10/25, , 13, 17
2020/10/26, , 22, 15
2020/10/27, , 12, 15
2020/10/28, , 12, 13
2020/10/29, , 10, 14
2020/10/30, , 11, 13
2020/10/31, , 12, 10
2020/11/1, , 17, 13
2020/11/2, , 10, 15
2020/11/3, , 14, 16
2020/11/4, , 13, 17
2020/11/5, , 17, 12
2020/11/6, , 20, 27
2020/11/7, , 26, 17
2020/11/8, , 37, 15
2020/11/9, , 38, 17
2020/11/10, , 29, 17
2020/11/11, , 28, 15
2020/11/12, , 27, 20
2020/11/13, , 28, 18
2020/11/14, , 25, 12
2020/11/15, , 19, 16
2020/11/16, , 18, 16
2020/11/17, , 12, 16
2020/11/18, , 16, 12
2020/11/19, , 13, 14
2020/11/20, , 14, 14
2020/11/21, , 17, 10
2020/11/22, , 12, 14
2020/11/23, , 14, 19
2020/11/24, , 24, 19
2020/11/25, , 27, 18
2020/11/26, , 29, 19
2020/11/27, , 26, 16
2020/11/28, , 17, 11
2020/11/29, , 15, 20
2020/11/30, , 21, 19
2020/12/1, , 30, 19
2020/12/2, , 44, 18
2020/12/3, , 46, 19
2020/12/4, , 30, 20
2020/12/5, , 35, 11
2020/12/6, , 22, 18
2020/12/7, , 25, 16
2020/12/8, , 41, 14
2020/12/9, , 44, 13
2020/12/10, , 41, 14
2020/12/11, , 31, 15
2020/12/12, , 39, 10
2020/12/13, , 40, 14
2020/12/14, , 29, 19
2020/12/15, , 30, 16
2020/12/16, , 25, 13
2020/12/17, , 24, 19
2020/12/18, , 25, 14
2020/12/19, , 20, 10
2020/12/20, , 21, 15
2020/12/21, , 18, 10
2020/12/22, , 10, 17
2020/12/23, , 19, 8
2020/12/24, , 9, 5
2020/12/25, , 8, 9
2020/12/26, , 14, 6
2020/12/27, , 11, 12
2020/12/28, , 16, 14
2020/12/29, , 20, 17
2020/12/30, , 13, 15
2020/12/31, , 18, 12
2021/1/1, , 34, 13
2021/1/2, , 21, 5
2021/1/3, , 13, 8
2020/7/1, , 12, 23
2020/7/2, , 14, 17
2020/7/3, , 12, 23
2020/7/4, , 15, 14
2020/7/5, , 10, 14
2020/7/6, , 14, 14
2020/7/7, , 14, 21
2020/7/8, , 11, 26
2020/7/9, , 16, 18
2020/7/10, , 13, 11
2020/7/11, , 8, 10
2020/7/12, , 8, 22
2020/7/13, , 12, 35
2020/7/14, , 17, 16
2020/7/15, , 16, 13
2020/7/16, , 13, 19
2020/7/17, , 14, 27
2020/7/18, , 23, 24
2020/7/19, , 26, 17
2020/7/20, , 19, 12
2020/7/21, , 11, 14
2020/7/22, , 10, 21
2020/7/23, , 11, 22
2020/7/24, , 16, 20
2020/7/25, , 16, 21
2020/7/26, , 17, 19
2020/7/27, , 16, 9
2020/7/28, , 14, 6
2020/7/29, , 13, 9
2020/7/30, , 13, 11
2020/7/31, , 14, 13
2020/8/1, , 16, 10
2020/8/2, , 15, 8
2020/8/3, , 13, 10
2020/8/4, , 11, 20
2020/8/5, , 16, 22
2020/8/6, , 17, 26
2020/8/7, , 25, 26
2020/8/8, , 36, 17
2020/8/9, , 33, 23
2020/8/10, , 23, 16
2020/8/11, , 22, 16
2020/8/12, , 20, 28
2020/8/13, , 28, 25
2020/8/14, , 23, 21
2020/8/15, , 22, 15
2020/8/16, , 20, 23
2020/8/17, , 22, 12
2020/8/18, , 14, 15
2020/8/19, , 14, 26
2020/8/20, , 18, 27
2020/8/21, , 16, 14
2020/8/22, , 16, 7
2020/8/23, , 11, 10
2020/8/24, , 11, 15
2020/8/25, , 13, 11
2020/8/26, , 10, 7
2020/8/27, , 10, 22
2020/8/28, , 14, 15
2020/8/29, , 12, 16
2020/8/30, , 20, 12
2020/8/31, , 12, 14
2020/9/1, , 10, 12
2020/9/2, , 9, 15
2020/9/3, , 12, 15
2020/9/4, , 12, 10
2020/9/5, , 12, 8
2020/9/6, , 10, 12
2020/9/7, , 11, 12
2020/9/8, , 14, 14
2020/9/9, , 16, 10
2020/9/10, , 11, 25
2020/9/11, , 20, 17
2020/9/12, , 20, 13
2020/9/13, , 17, 35
2020/9/14, , 29, 30
2020/9/15, , 32, 19
2020/9/16, , 30, 9
2020/9/17, , 12, 20
2020/9/18, , 18, 16
2020/9/19, , 19, 12
2020/9/20, , 22, 28
2020/9/21, , 27, 33
2020/9/22, , 39, 31
2020/9/23, , 40, 24
2020/9/24, , 28, 19
2020/9/25, , 16, 10
2020/9/26, , 11, 11
2020/9/27, , 8, 18
2020/9/28, , 11, 20
2020/9/29, , 15, 26
2020/9/30, , 24, 21
2020/4/1, , 16, 12
2020/4/2, , 21, 8
2020/4/3, , 18, 15
2020/4/4, , 19, 12
2020/4/5, , 25, 26
2020/4/6, , 41, 18
2020/4/7, , 34, 25
2020/4/8, , 42, 19
2020/4/9, , 40, 9
2020/4/10, , 16, 16
2020/4/11, , 26, 15
2020/4/12, , 28, 5
2020/4/13, , 17, 5
2020/4/14, , 24, 8
2020/4/15, , 23, 13
2020/4/16, , 29, 13
2020/4/17, , 51, 10
2020/4/18, , 22, 5
2020/4/19, , 11, 12
2020/4/20, , 17, 12
2020/4/21, , 38, 14
2020/4/22, , 30, 25
2020/4/23, , 40, 20
2020/4/24, , 60, 5
2020/4/25, , 18, 11
2020/4/26, , 17, 28
2020/4/27, , 52, 21
2020/4/28, , 44, 16
2020/4/29, , 20, 19
2020/4/30, , 16, 9
2020/5/1, , 7, 13
2020/5/2, , 13, 6
2020/5/3, , 12, 21
2020/5/4, , 22, 9
2020/5/5, , 10, 8
2020/5/6, , 11, 11
2020/5/7, , 22, 15
2020/5/8, , 24, 20
2020/5/9, , 21, 12
2020/5/10, , 21, 9
2020/5/11, , 13, 11
2020/5/12, , 12, 20
2020/5/13, , 17, 11
2020/5/14, , 10, 16
2020/5/15, , 14, 8
2020/5/16, , 11, 7
2020/5/17, , 11, 12
2020/5/18, , 16, 9
2020/5/19, , 19, 12
2020/5/20, , 14, 9
2020/5/21, , 13, 18
2020/5/22, , 19, 8
2020/5/23, , 22, 7
2020/5/24, , 14, 6
2020/5/25, , 12, 11
2020/5/26, , 15, 18
2020/5/27, , 20, 6
2020/5/28, , 12, 12
2020/5/29, , 12, 7
2020/5/30, , 12, 3
2020/5/31, , 14, 5
2020/6/1, , 13, 11
2020/6/2, , 14, 16
2020/6/3, , 19, 20
2020/6/4, , 23, 12
2020/6/5, , 15, 11
2020/6/6, , 10, 11
2020/6/7, , 11, 12
2020/6/8, , 12, 15
2020/6/9, , 16, 9
2020/6/10, , 14, 14
2020/6/11, , 28, 14
2020/6/12, , 20, 14
2020/6/13, , 28, 9
2020/6/14, , 21, 11
2020/6/15, , 18, 14
2020/6/16, , 20, 21
2020/6/17, , 22, 13
2020/6/18, , 23, 8
2020/6/19, , 19, 4
2020/6/20, , 14, 3
2020/6/21, , 12, 11
2020/6/22, , 12, 8
2020/6/23, , 12, 13
2020/6/24, , 15, 26
2020/6/25, , 20, 30
2020/6/26, , 24, 34
2020/6/27, , 20, 19
2020/6/28, , 15, 28
2020/6/29, , 11, 28
2020/6/30, , 15, 28
2020/1/1, , 55, 25
2020/1/2, , 42, 16
2020/1/3, , 16, 8
2020/1/4, , 11, 17
2020/1/5, , 16, 23
2020/1/6, , 19, 22
2020/1/7, , 26, 17
2020/1/8, , 15, 15
2020/1/9, , 15, 15
2020/1/10, , 15, 13
2020/1/11, , 14, 13
2020/1/12, , 17, 19
2020/1/13, , 19, 18
2020/1/14, , 20, 18
2020/1/15, , 16, 31
2020/1/16, , 24, 23
2020/1/17, , 34, 21
2020/1/18, , 21, 11
2020/1/19, , 22, 21
2020/1/20, , 20, 22
2020/1/21, , 21, 15
2020/1/22, , 22, 26
2020/1/23, , 28, 22
2020/1/24, , 36, 16
2020/1/25, , 22, 14
2020/1/26, , 25, 22
2020/1/27, , 32, 17
2020/1/28, , 13, 12
2020/1/29, , 13, 17
2020/1/30, , 14, 14
2020/1/31, , 16, 15
2020/2/1, , 9, 11
2020/2/2, , 12, 15
2020/2/3, , 11, 10
2020/2/4, , 12, 10
2020/2/5, , 9, 12
2020/2/6, , 17, 22
2020/2/7, , 25, 19
2020/2/8, , 27, 10
2020/2/9, , 20, 12
2020/2/10, , 8, 10
2020/2/11, , 10, 10
2020/2/12, , 12, 19
2020/2/13, , 14, 20
2020/2/14, , 25, 18
2020/2/15, , 22, 9
2020/2/16, , 10, 15
2020/2/17, , 10, 15
2020/2/18, , 10, 12
2020/2/19, , 10, 18
2020/2/20, , 16, 13
2020/2/21, , 13, 11
2020/2/22, , 11, 10
2020/2/23, , 8, 14
2020/2/24, , 13, 17
2020/2/25, , 10, 20
2020/2/26, , 13, 21
2020/2/27, , 16, 18
2020/2/28, , 17, 15
2020/2/29, , 20, 14
2020/3/1, , 8, 21
2020/3/2, , 14, 16
2020/3/3, , 13, 22
2020/3/4, , 23, 21
2020/3/5, , 23, 24
2020/3/6, , 22, 11
2020/3/7, , 27, 19
2020/3/8, , 25, 22
2020/3/9, , 20, 17
2020/3/10, , 11, 13
2020/3/11, , 12, 12
2020/3/12, , 10, 12
2020/3/13, , 12, 21
2020/3/14, , 20, 11
2020/3/15, , 15, 25
2020/3/16, , 27, 23
2020/3/17, , 32, 22
2020/3/18, , 33, 17
2020/3/19, , 28, 14
2020/3/20, , 18, 8
2020/3/21, , 10, 9
2020/3/22, , 9, 20
2020/3/23, , 20, 23
2020/3/24, , 30, 22
2020/3/25, , 36, 18
2020/3/26, , 45, 
2020/3/31, , 11, 15
2019/10/1, , 9, 14
2019/10/2, , 8, 7
2019/10/3, , 8, 21
2019/10/4, , 10, 11
2019/10/5, , 11, 16
2019/10/6, , 10, 31
2019/10/7, , 15, 19
2019/10/8, , 17, 18
2019/10/9, , 13, 15
2019/10/10, , 11, 15
2019/10/11, , 10, 16
2019/10/12, , 10, 18
2019/10/13, , 15, 21
2019/10/14, , 18, 19
2019/10/15, , 23, 19
2019/10/16, , 27, 22
2019/10/17, , 13, 20
2019/10/18, , 13, 20
2019/10/19, , 11, 22
2019/10/20, , 15, 23
2019/10/21, , 24, 20
2019/10/22, , 29, 22
2019/10/23, , 23, 23
2019/10/24, , 37, 21
2019/10/25, , 39, 15
2019/10/26, , 16, 9
2019/10/27, , 14, 
2019/11/28, , 11, 10
2019/11/29, , 10, 20
2019/11/30, , 18, 20
2019/12/1, , 30, 14
2019/12/2, , 18, 25
2019/12/3, , 19, 22
2019/12/4, , 28, 25
2019/12/5, , 33, 21
2019/12/6, , 27, 12
2019/12/7, , 11, 11
2019/12/8, , 10, 19
2019/12/9, , 11, 18
2019/12/10, , 18, 24
2019/12/11, , 22, 23
2019/12/12, , 25, 21
2019/12/13, , 31, 19
2019/12/14, , 14, 15
2019/12/15, , 9, 30
2019/12/16, , 19, 25
2019/12/17, , 33, 25
2019/12/18, , 21, 22
2019/12/19, , 35, 23
2019/12/20, , 33, 24
2019/12/21, , 23, 16
2019/12/22, , 26, 16
2019/12/23, , 17, 15
2019/12/24, , 15, 9
2019/12/25, , 12, 9
2019/12/26, , 13, 11
2019/12/27, , 11, 12
2019/12/28, , 9, 21
2019/12/29, , 19, 
2019/7/1, , 17, 5
2019/7/2, , 16, 6
2019/7/3, , 13, 7
2019/7/4, , 12, 7
2019/7/5, , 13, 9
2019/7/6, , 12, 3
2019/7/7, , 13, 9
2019/7/8, , 10, 7
2019/7/9, , 8, 6
2019/7/10, , 10, 19
2019/7/11, , 14, 9
2019/7/12, , 13, 11
2019/7/13, , 14, 5
2019/7/14, , 17, 10
2019/7/15, , 16, 8
2019/7/16, , 12, 10
2019/7/17, , 11, 22
2019/7/18, , 14, 18
2019/7/19, , 19, 20
2019/7/20, , 18, 7
2019/7/21, , 15, 16
2019/7/22, , 15, 14
2019/7/23, , 19, 23
2019/7/24, , 18, 19
2019/7/25, , 21, 12
2019/7/26, , 16, 10
2019/7/27, , 18, 14
2019/7/28, , 17, 26
2019/7/29, , 21, 10
2019/7/30, , 24, 16
2019/7/31, , 21, 17
2019/8/1, , 17, 23
2019/8/2, , 15, 15
2019/8/3, , 18, 8
2019/8/4, , 13, 28
2019/8/5, , 15, 22
2019/8/6, , 20, 21
2019/8/7, , 19, 16
2019/8/8, , 19, 25
2019/8/9, , 17, 13
2019/8/10, , 15, 15
2019/8/11, , 14, 17
2019/8/12, , 15, 12
2019/8/13, , 15, 14
2019/8/14, , 12, 24
2019/8/15, , 17, 13
2019/8/16, , 14, 19
2019/8/17, , 19, 10
2019/8/18, , 12, 16
2019/8/19, , 12, 28
2019/8/20, , 16, 18
2019/8/21, , 15, 29
2019/8/22, , 22, 28
2019/8/23, , 23, 19
2019/8/24, , 25, 15
2019/8/25, , 19, 26
2019/8/26, , 21, 27
2019/8/27, , 26, 33
2019/8/28, , 26, 17
2019/8/29, , 21, 19
2019/8/30, , 18, 24
2019/8/31, , 22, 8
2019/9/1, , 21, 11
2019/9/2, , 13, 20
2019/9/3, , 15, 25
2019/9/4, , 20, 9
2019/9/5, , 19, 18
2019/9/6, , 12, 20
2019/9/7, , 17, 12
2019/9/8, , 15, 11
2019/9/9, , 11, 11
2019/9/10, , 10, 21
2019/9/11, , 17, 19
2019/9/12, , 22, 15
2019/9/13, , 16, 18
2019/9/14, , 13, 20
2019/9/15, , 17, 16
2019/9/16, , 17, 9
2019/9/17, , 14, 7
2019/9/18, , 9, 13
2019/9/19, , 9, 17
2019/9/20, , 11, 25
2019/9/21, , 12, 20
2019/9/22, , 22, 30
2019/9/23, , 19, 23
2019/9/24, , 28, 26
2019/9/25, , 27, 23
2019/9/26, , 18, 21
2019/9/27, , 13, 17
2019/9/28, , 13, 13
2019/9/29, , 10, 10
2019/9/30, , 8, 18
2019/4/1, , 16, 29
2019/4/2, , 21, 34
2019/4/3, , 40, 32
2019/4/4, , 49, 23
2019/4/5, , 41, 23
2019/4/6, , 46, 18
2019/4/7, , 44, 24
2019/4/8, , 40, 14
2019/4/9, , 33, 19
2019/4/10, , 25, 13
2019/4/11, , 20, 15
2019/4/12, , 14, 14
2019/4/13, , 18, 10
2019/4/14, , 21, 18
2019/4/15, , 20, 26
2019/4/16, , 23, 26
2019/4/17, , 31, 28
2019/4/18, , 30, 16
2019/4/19, , 33, 19
2019/4/20, , 25, 15
2019/4/21, , 22, 10
2019/4/22, , 19, 20
2019/4/23, , 30, 21
2019/4/24, , 35, 25
2019/4/25, , 32, 19
2019/4/26, , 26, 12
2019/4/27, , 26, 7
2019/4/28, , 16, 10
2019/4/29, , 13, 16
2019/4/30, , 19, 21
2019/5/1, , 18, 14
2019/5/2, , 20, 8
2019/5/3, , 18, 9
2019/5/4, , 13, 12
2019/5/5, , 10, 13
2019/5/6, , 13, 14
2019/5/7, , 12, 24
2019/5/8, , 17, 23
2019/5/9, , 16, 17
2019/5/10, , 17, 17
2019/5/11, , 16, 7
2019/5/12, , 12, 13
2019/5/13, , 11, 10
2019/5/14, , 11, 11
2019/5/15, , 10, 17
2019/5/16, , 9, 23
2019/5/17, , 19, 22
2019/5/18, , 22, 17
2019/5/19, , 22, 16
2019/5/20, , 22, 19
2019/5/21, , 22, 8
2019/5/22, , 17, 14
2019/5/23, , 14, 25
2019/5/24, , 16, 8
2019/5/25, , 16, 13
2019/5/26, , 14, 17
2019/5/27, , 15, 12
2019/5/28, , 17, 11
2019/5/29, , 13, 11
2019/5/30, , 12, 15
2019/5/31, , 15, 16
2019/6/1, , 19, 18
2019/6/2, , 20, 32
2019/6/3, , 18, 26
2019/6/4, , 17, 32
2019/6/5, , 24, 21
2019/6/6, , 25, 20
2019/6/7, , 18, 12
2019/6/8, , 16, 13
2019/6/9, , 14, 14
2019/6/10, , 15, 23
2019/6/11, , 25, 23
2019/6/12, , 25, 25
2019/6/13, , 19, 31
2019/6/14, , 16, 14
2019/6/15, , 23, 8
2019/6/16, , 16, 30
2019/6/17, , 16, 27
2019/6/18, , 20, 35
